episode_name,date,loves,episode_number,comments_count,comment_username,comment_description,comment_likes,comment_dislikes,reply_username,reply_description,reply_likes,reply_dislikes
You Just Gonna Put My Business Out There?,"Nov 20, 2018",775,#30,20,mirorange,this is so important,13,0,astral.distress👻,"Yeah, sorry Jamie- but we don’t get to compare marginalized groups to each other, & the only people who think it’s okay to do that are people who haven’t suffered from oppression. There is no need to have directly experienced hate or discrimination in order to understand that no one should have to experience it... & If somebody genuinely can’t be compassionate for other human beings without the ability to directly feel what they are feeling- then we don’t want those people as allies anyway.",4,0
"A Place to Stay, Plan C","Nov 15, 2018",755,#29,5,ooga__booga,"i wish i could vote but unfortunately i’m not old enough. i always make sure to educate people of voting especially for this year so thank you for this !! remember everyone that you’re not just voting for office, you’re voting for every person in America, keep that in mind !",30,0,astral.distress👻,"^^ Actually-, forget all of that and just go back to Tip #6. Over and over and over again. Any time you feel like speaking over somebody, or telling them what they need to do for their oppressors to take their corrections more kindly, or telling them that their lived experience is incorrect... Tip #6.",3,0
Prayers,"Nov 8, 2018",767,#28,18,No.,HELL YEA QUEEN!!!,15,0,ai(ﾉ°_o)ﾉ⌒┫ ┻ ┣,"I have a question why in America your called African Americans aren't you guys just Americans you where born there so can you pls answer my question or for another type of ""Americans"" aren't you guys just Americans for being born there",2,0
Warm Welcome? Not So Much.,"Nov 1, 2018",736,#27,34,Cece Kitty,"I can’t be the only one kinda struggling with online school and stuff :( it doesn’t help that senior year needs me to plan ahead but I can barely plan for the next day :(( I hope you all are doing your best, staying safe and doing well :) 💜",5,0,No.,"Yet here you are preaching the fact that you are right and I am wrong about my experience as someone who faces multiple forms of oppression and saying that I'm trying to stay oppressed. You are the problem, and now I see it's not just privilege, but you're too ENTITLED to care. stfu and don't reply.",1,0
The Baby is a Comin,"Oct 25, 2018",802,#26,9,🍌Banana!🍌,She really said “do not try this at home” 😂,4,0,No.,"@Torridtoad that's a great question! I personally label myself African American since I don't know where in Africa I'm from :) Hope that helps! Edit: @Torridtpad that is in fact the main reason MANY African Americans call themselves African American, since there is no way for us to get the non-existent records of where in Africa our ancestors were removed from.",3,0
Everyone Loves a Party,"Oct 22, 2018",718,#25,8,prunzia,"I just love you guys, thanks for doing this",3,1,No.,"Yet here you are making it about that. You are right, YOU HAVEN'T faced oppression. why? Because you are trying to infantalise and speak over ACTUALLY oppressed people, and trying to demean our existence instead of working to overcome your own biases. If you cannot see struggles outside of your own, then you are unable to empathize.",1,0
Further South,"Oct 22, 2018",763,#24,33,Shadow_Wolfie_,"I just hope everyone is doing well and keeping their distance from people and If you feel sick then stay hope. Online learning can be hard and staying inside a lot can be frustrating but just remember to wear a mask, keeping distance from people and making sure you wash your hands is helping to reduce the spread of Covid-19. Also sadly right now black people are being treated HORRIBLY. Black Lives Matter doesn't mean black live are superior then other, it means to also treat black lives the same",7,0,No.,"So do not get it twisted. Don't equate struggles. And don't respond to me. Why? Because I don't make a habit of speaking to overly privileged, entitled brats like you.",1,0
This Could Be Bad,"Oct 22, 2018",774,#23,23,WillowWhip,My mom’s a teacher in her 50s so I’ve been stressed af about her returning to a full classroom for both health and social reasons. Thanks for making this chapter,9,0,No.,"Yet here you are MAKING a debate about it. Why? BECAUSE MY ORIGINAL POINT WAS MY OPPRESSION AND HOW ALLIES LIKE YOU TREAT IT! Btw, I am not assuming anything. You're SHOWING it. Now stfu",0,0
Bomb Drop,"Oct 22, 2018",784,#22,10,【hi · i’m · weeb】,"Me, with a fully online school: 👁👄👁",4,0,NekoMuffin,I'm a person everyday too. 🙄 It's tips for allies. Please be mindful of your language.,1,1
I Gotta Tell Someone,"Oct 22, 2018",786,#21,9,AaAaAaAaAaAaAaAaAlex,"the fact that I immediately felt stupidly happy to see a pride flag in a few of the panels really says something about the world we live in. Edit: yay, top comment :)",15,0,Athens.Gameboy,I didn’t say anything wrong but..Okay..? Here I will just change it too everybody I guess.,2,0
First Date,"Oct 22, 2018",775,#20,15,Wispy Wisher,"stay safe everyone, <3",5,0,astral.distress👻,"Lol my mom used to always tell me that if I wasn’t comfortable asking the person behind the counter at the drug store for condoms, then I wasn’t mature enough to be having sex... & you know what? It was kind of true, haha 😂😂 I don’t feel weird asking for them at all now, I’ll go shout it out in a crowd! ¯\_(ツ)_/¯",5,0
Poor ASS-Umptions,"Oct 22, 2018",757,#19,10,Faith_2003,"Hybrid school is bonkers. Depression and deadline anxiety from online school and overcompensating teachers, and social/Covid anxiety during the days I’m in the building. I need a break from my own brain.",5,0,【hi · i’m · weeb】,First tc wasn’t as self fulfilling as I thought it would be... appreciate it though,0,0
That's What Friends Are For,"Oct 22, 2018",792,#18,22,No.,"Thank you for this. now, I hate to do this, but I need some advice. recently, I posted a comment on webtoon about my journey with self love, and most of the comments were good, a lot of congrats for being at a point where isolation and stress cause my health go down, but one comment referred to my comment with wanting to darken their skin tone. Now, I admit, I was a bit offended, and was pretty chill (as much as I could) and they then got offended. I tried to break it down again. (1/2)",9,0,nika,@aprikos i love this,0,0
Well That Was Unexpected,"Oct 22, 2018",784,#17,10,ai(ﾉ°_o)ﾉ⌒┫ ┻ ┣,that's so sad man,4,0,fujioshi<3queen,the title.,1,0
Sometimes People SUCK!!!,"Oct 22, 2018",840,#16,33,inhellwithbands,The last part tho 😭😭😭 protect them,4,0,that_is_mahogany,I wasn’t asking seriously it was a joke,1,0
Wait...WHAT?!!,"Oct 22, 2018",780,#15,13,ojamajo lady,The last panel😢,5,0,TheHoneyturtle,"What bothers you about her outfit? It's literally just a common combination of shirt and short pants? Her butt is not hanging out, neither are her breasts. Looks like an ordinary summer outfit to me.",9,0
FIGHT!!!!,"Oct 22, 2018",805,#14,27,LateAtNight,"i like that she understood where he came from and tried to make it easier but never backed down. she said its not what she wants, at least for the time being, and Thats It. as always, thank you so much for this comic💞",18,0,SpacingBands,I'm so confused... since when was it your bussiness on what other people wear?,6,0
A Change Gone Come,"Oct 22, 2018",838,#13,14,QueenaWilliams,I love the communication and understanding 🥰,8,0,NekoMuffin,Haha wooooowww you need to step back.,5,0
Guess I Heard That Wrong,"Oct 22, 2018",832,#12,14,Faith_2003,This was the right thing.,23,0,Gari Chutney,"Idk people change. You can dress as a ""modest adolescent"" but once you enter adulthood dressing comfortably is also an option. I'm afraid I missed your point.",3,0
Well That's Not Very Nice,"Oct 22, 2018",830,#11,6,No.,I'm proud that she derailed that self fulfilling bs he was spewing at first and actually calmly and rationally talked to him.,44,0,Sabinchen,"The problem lies in the eyes of the one who's watching. LolBtw. blame global fashion departments for producing female fashion with shorter sleeves, deeper cuts and more tight lines. Look around and count guys in shorts shorter than half-thigh. They're just non-existant in shops.",3,0
Aftermath,"Oct 22, 2018",824,#10,16,IHatePopUps,She handled that a lot more calmly than I would have.,33,0,nhdctout🧞‍♀️,we know that every live matter!!! We just want people to know that black live matter too,2,0
Ape S#$%,"Oct 22, 2018",864,#9,24,OverthinkingFox,Hugs! Hugs for Dewan!,17,0,happycat(:,considering this webtoon's views on everything else i think being in full support of the blm movement would be pretty on brand for them,3,0
It Goes Down in the Bathroom,"Oct 22, 2018",891,#8,17,SummerOpal13,I Hope Tested Never Ends,30,0,what it do babbyyyyy,ok thank you!!,0,0
Rough Start,"Oct 22, 2018",942,#7,15,Baby Gal,This webtoon seriously doesn't get enough love for how amazing and real and raw it is... bless you Author,4,0,FireArcher88,I hope you are doing better. Rooting for you 💙,2,0
Brunchy Brunch,"Oct 22, 2018","1,041",#6,34,NekoMuffin,"I'm conflicted on what I want to see happen next. She would be pretty much 100% valid to chew his ass out, slam the door and never see him again. She doesn't owe him the therapy he needs to really work through his issues here. I do want to see him genuinely interested in becoming a more respectful and mature individual though and I don't know if he'll take what he needs to from the interaction if she does that.",17,0,Elnie,Same here 😊,2,0
Doctor Visit,"Oct 22, 2018","1,129",#5,54,Animalady,"I love the motto being shown here: It’s an explanation, not an excuse.",20,0,Cala Grim,Congrats Elnie!,0,0
Work It Out,"Oct 22, 2018","1,148",#4,29,prunzia,"Dewan about to be schooled 💜 whatever happens, I'm sure she will open his eyes",4,0,Cala Grim,Congrats Elnie!,0,0
Flash Back,"Oct 22, 2018","1,327",#3,18,Niajack11,I hope they can come to an understanding and he can learn to respect her boundaries 💓,5,0,Cala Grim,Congrats Elnie!,0,0
Uh oh,"Oct 22, 2018","1,574",#2,19,No.,"After reading Dewan's background, I truly hope Keisha can talk to him in a firm and calm manner. BUT, I also hope that this time Dewan actually respects her.",27,0,Cala Grim,Congrats Elnie!,0,0
